"Maximum head changes for Stress Period     1, Time Step     1"
        2,  -10.000    ,     2,     34,    321,  0.38860    ,   169.9746    ,   159.9746    
        3,  -4.5933    ,     2,     34,    321,  0.29195    ,   159.9746    ,   155.3813    
        4,  -2.8091    ,     2,     34,    321,  0.25216    ,   155.3813    ,   152.5722    
        5,  -2.5304    ,     2,     34,    321,  0.30374    ,   152.5722    ,   150.0418    
        6,  -2.4977    ,     2,     34,    321,  0.43061    ,   150.0418    ,   147.5441    
        7, -0.33024E-01,     2,     34,    321,  0.10000E-01,   147.5441    ,   147.5111    
        8,  -1.6349    ,     2,     34,    321,  0.50000    ,   147.5111    ,   145.8762    
        9, -0.16347E-01,     2,     34,    321,  0.10000E-01,   145.8762    ,   145.8599    
       10, -0.80926    ,     2,     34,    321,  0.50000    ,   145.8599    ,   145.0506    
       11, -0.80991E-02,     2,     34,    321,  0.10000E-01,   145.0506    ,   145.0425    
       12, -0.40058    ,     2,     34,    321,  0.50000    ,   145.0425    ,   144.6419    
       13, -0.40083E-02,     2,     34,    321,  0.10000E-01,   144.6419    ,   144.6379    
       14, -0.19828    ,     2,     34,    321,  0.50000    ,   144.6379    ,   144.4396    
       15, -0.19770E-02,     2,     34,    321,  0.10000E-01,   144.4396    ,   144.4377    
       16, -0.98145E-01,     2,     34,    321,  0.50000    ,   144.4377    ,   144.3395    
       17, -0.98229E-03,     2,     34,    321,  0.10000E-01,   144.3395    ,   144.3385    
       18, -0.48591E-01,     2,     34,    321,  0.50000    ,   144.3385    ,   144.2899    
       19, -0.49283E-03,     2,     34,    321,  0.10000E-01,   144.2899    ,   144.2895    
       20, -0.24054E-01,     2,     34,    321,  0.50000    ,   144.2895    ,   144.2654    
       21, -0.24689E-03,     2,     34,    321,  0.10000E-01,   144.2654    ,   144.2652    
       22, -0.11907E-01,     2,     34,    321,  0.50000    ,   144.2652    ,   144.2533    
       23, -0.12453E-03,     2,     34,    321,  0.10000E-01,   144.2533    ,   144.2531    
       24,  0.74657E-02,     1,     23,    314,  0.50000    ,   104.6507    ,   104.6582    
       25,  0.89019E-04,     1,     24,    315,  0.10000E-01,   104.9446    ,   104.9447    
       26,  0.54743E-02,     1,     23,    314,  0.50000    ,   104.6583    ,   104.6637    
       27,  0.66087E-04,     1,     24,    315,  0.10000E-01,   104.9500    ,   104.9501    
       28,  0.78795E-02,     1,     23,    314,   1.0000    ,   104.6638    ,   104.6717    
"Maximum head changes for Stress Period    18, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -8.5376    ,     1,     34,    243,  0.50000    ,   298.0665    ,   289.5289    
        2,  -4.8133    ,     1,     34,    243,  0.56378    ,   289.5289    ,   284.7156    
        3,  -2.0033    ,     1,     34,    243,  0.53790    ,   284.7156    ,   282.7123    
        4, -0.96236    ,     1,     34,    243,  0.55919    ,   282.7123    ,   281.7500    
        5, -0.22988    ,     1,     34,    243,  0.30304    ,   281.7500    ,   281.5201    
        6, -0.34448    ,     1,     34,    243,  0.65152    ,   281.5201    ,   281.1756    
        7, -0.18369E-02,     1,     34,    243,  0.10000E-01,   281.1756    ,   281.1738    
        8, -0.91212E-01,     1,     34,    243,  0.50000    ,   281.1738    ,   281.0826    
        9, -0.90720E-03,     1,     34,    243,  0.10000E-01,   281.0826    ,   281.0816    
       10,  0.49462E-01,     1,     17,    316,  0.50000    ,   111.5385    ,   111.5880    
       11,  0.60713E-03,     1,     18,    315,  0.10000E-01,   118.6455    ,   118.6462    
       12,  0.38197E-01,     1,     20,    315,  0.50000    ,   110.4310    ,   110.4692    
       13,  0.47849E-03,     1,     21,    316,  0.10000E-01,   109.3651    ,   109.3656    
       14,  0.30322E-01,     1,     23,    315,  0.50000    ,   104.2476    ,   104.2779    
       15,  0.38153E-03,     1,     23,    315,  0.10000E-01,   104.2779    ,   104.2783    
       16,  0.24260E-01,     1,     23,    314,  0.50000    ,   104.5844    ,   104.6086    
       17,  0.29930E-03,     1,     23,    314,  0.10000E-01,   104.6086    ,   104.6089    
       18,  0.18765E-01,     1,     23,    314,  0.50000    ,   104.6089    ,   104.6277    
       19,  0.22553E-03,     1,     23,    314,  0.10000E-01,   104.6277    ,   104.6279    
       20,  0.14080E-01,     1,     23,    314,  0.50000    ,   104.6279    ,   104.6420    
       21,  0.16698E-03,     1,     24,    315,  0.10000E-01,   104.9292    ,   104.9294    
       22,  0.10310E-01,     1,     23,    314,  0.50000    ,   104.6422    ,   104.6525    
       23,  0.12580E-03,     1,     23,    314,  0.10000E-01,   104.6525    ,   104.6526    
       24,  0.74063E-02,     1,     23,    314,  0.50000    ,   104.6526    ,   104.6600    
       25,  0.85485E-04,     1,     23,    314,  0.10000E-01,   104.6600    ,   104.6601    
       26,  0.52241E-02,     1,     23,    314,  0.50000    ,   104.6601    ,   104.6653    
       27,  0.59125E-04,     1,     23,    314,  0.10000E-01,   104.6653    ,   104.6654    
       28,  0.72664E-02,     1,     23,    314,   1.0000    ,   104.6654    ,   104.6726    
"Maximum head changes for Stress Period    19, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   6.2811    ,     1,     34,    243,  0.50000    ,   280.9914    ,   287.2725    
        2,   4.9086    ,     1,    100,     22,  0.56424    ,   336.0479    ,   340.9565    
        3,   2.0379    ,     1,    100,     22,  0.53778    ,   340.9565    ,   342.9944    
        4,  0.99106    ,     1,    100,     22,  0.56603    ,   342.9944    ,   343.9855    
        5,  0.23050    ,     1,    100,     22,  0.30347    ,   343.9855    ,   344.2160    
        6,  0.34474    ,     1,    100,     22,  0.65174    ,   344.2160    ,   344.5607    
        7,  0.18289E-02,     1,    100,     22,  0.10000E-01,   344.5607    ,   344.5626    
        8,  0.91132E-01,     1,    100,     22,  0.50000    ,   344.5626    ,   344.6537    
        9,  0.91713E-03,     1,    100,     22,  0.10000E-01,   344.6537    ,   344.6546    
       10,  0.48869E-01,     1,     17,    316,  0.50000    ,   111.5404    ,   111.5893    
       11,  0.60113E-03,     1,     18,    315,  0.10000E-01,   118.6471    ,   118.6477    
       12,  0.37687E-01,     1,     20,    315,  0.50000    ,   110.4327    ,   110.4704    
       13,  0.47138E-03,     1,     22,    316,  0.10000E-01,   112.7642    ,   112.7646    
       14,  0.29872E-01,     1,     23,    315,  0.50000    ,   104.2492    ,   104.2790    
       15,  0.37896E-03,     1,     23,    314,  0.10000E-01,   104.5852    ,   104.5856    
       16,  0.23907E-01,     1,     23,    314,  0.50000    ,   104.5856    ,   104.6095    
       17,  0.29253E-03,     1,     23,    314,  0.10000E-01,   104.6095    ,   104.6098    
       18,  0.18507E-01,     1,     23,    314,  0.50000    ,   104.6098    ,   104.6283    
       19,  0.22371E-03,     1,     23,    314,  0.10000E-01,   104.6283    ,   104.6285    
       20,  0.13891E-01,     1,     23,    314,  0.50000    ,   104.6285    ,   104.6424    
       21,  0.16545E-03,     1,     23,    314,  0.10000E-01,   104.6424    ,   104.6426    
       22,  0.10177E-01,     1,     23,    314,  0.50000    ,   104.6426    ,   104.6528    
       23,  0.12062E-03,     1,     23,    314,  0.10000E-01,   104.6528    ,   104.6529    
       24,  0.73051E-02,     1,     23,    314,  0.50000    ,   104.6529    ,   104.6602    
       25,  0.90072E-04,     1,     23,    314,  0.10000E-01,   104.6602    ,   104.6603    
       26,  0.51614E-02,     1,     23,    314,  0.50000    ,   104.6603    ,   104.6654    
       27, -0.30522E-04,     1,     56,     77,  0.10000E-02,   611.0183    ,   611.0182    
       28,  0.72173E-02,     1,     23,    314,   1.0000    ,   104.6654    ,   104.6727    
"Maximum head changes for Stress Period    20, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   4.3909    ,     1,    100,     22,  0.50000    ,   344.7448    ,   349.1357    
        2,   2.4601    ,     1,    100,     22,  0.56067    ,   349.1357    ,   351.5958    
        3,   1.0386    ,     1,    100,     22,  0.53925    ,   351.5958    ,   352.6343    
        4,  0.49350    ,     1,    100,     22,  0.55658    ,   352.6343    ,   353.1278    
        5,  0.20758    ,     1,    100,     22,  0.52842    ,   353.1278    ,   353.3354    
        6,  0.11567    ,     1,     23,    314,  0.56779    ,   104.2846    ,   104.4003    
        7,  0.64157E-01,     1,     15,    317,  0.56027    ,   131.7475    ,   131.8117    
        8,  0.56549E-01,     1,     23,    314,  0.55617    ,   104.4323    ,   104.4889    
        9,  0.41874E-01,     1,     22,    315,  0.54538    ,   118.3733    ,   118.4152    
       10,  0.35762E-01,     1,     23,    314,  0.53515    ,   104.5302    ,   104.5660    
       11,  0.27813E-01,     1,     23,    314,  0.52523    ,   104.5660    ,   104.5938    
       12,  0.21526E-01,     1,     23,    314,  0.51478    ,   104.5938    ,   104.6153    
       13,  0.97294E-02,     1,     23,    314,  0.30230    ,   104.6153    ,   104.6250    
       14,  0.18974E-01,     1,     23,    314,  0.65115    ,   104.6250    ,   104.6440    
       15,  0.16681E-03,     1,     23,    314,  0.10000E-01,   104.6440    ,   104.6442    
       16,  0.10307E-01,     1,     23,    314,  0.50000    ,   104.6442    ,   104.6545    
       17,  0.11878E-03,     1,     23,    314,  0.10000E-01,   104.6545    ,   104.6546    
       18,  0.71010E-02,     1,     23,    314,  0.50000    ,   104.6546    ,   104.6617    
       19,  0.80492E-04,     1,     23,    314,  0.10000E-01,   104.6617    ,   104.6618    
       20,  0.97464E-02,     1,     23,    314,   1.0000    ,   104.6618    ,   104.6715    
"Maximum head changes for Stress Period    21, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   10.000    ,     2,     34,    253,  0.34024    ,   124.6312    ,   134.6312    
        2,   10.000    ,     2,     34,    253,  0.51570    ,   134.6312    ,   144.6312    
        3,  0.93906E-01,     2,     34,    253,  0.10000E-01,   144.6312    ,   144.7251    
        4,   4.6485    ,     2,     34,    253,  0.50000    ,   144.7251    ,   149.3737    
        5,  0.46485E-01,     2,     34,    253,  0.10000E-01,   149.3737    ,   149.4202    
        6,   2.3010    ,     2,     34,    253,  0.50000    ,   149.4202    ,   151.7212    
        7,  0.23003E-01,     2,     34,    253,  0.10000E-01,   151.7212    ,   151.7442    
        8,   1.1390    ,     2,     34,    253,  0.50000    ,   151.7442    ,   152.8832    
        9,  0.11384E-01,     2,     34,    253,  0.10000E-01,   152.8832    ,   152.8946    
       10,  0.56381    ,     2,     34,    253,  0.50000    ,   152.8946    ,   153.4584    
       11,  0.56359E-02,     2,     34,    253,  0.10000E-01,   153.4584    ,   153.4640    
       12,  0.27909    ,     2,     34,    253,  0.50000    ,   153.4640    ,   153.7431    
       13,  0.27985E-02,     2,     34,    253,  0.10000E-01,   153.7431    ,   153.7459    
       14,  0.13815    ,     2,     34,    253,  0.50000    ,   153.7459    ,   153.8841    
       15,  0.13818E-02,     2,     34,    253,  0.10000E-01,   153.8841    ,   153.8855    
       16,  0.68376E-01,     2,     34,    253,  0.50000    ,   153.8855    ,   153.9538    
       17,  0.68540E-03,     2,     34,    253,  0.10000E-01,   153.9538    ,   153.9545    
       18,  0.33848E-01,     2,     34,    253,  0.50000    ,   153.9545    ,   153.9884    
       19,  0.34280E-03,     2,     34,    253,  0.10000E-01,   153.9884    ,   153.9887    
       20,  0.16763E-01,     2,     34,    253,  0.50000    ,   153.9887    ,   154.0055    
       21,  0.16078E-03,     2,     34,    253,  0.10000E-01,   154.0055    ,   154.0056    
       22,  0.82869E-02,     2,     34,    253,  0.50000    ,   154.0056    ,   154.0139    
       23,  0.84335E-04,     2,     34,    253,  0.10000E-01,   154.0139    ,   154.0140    
       24,  0.82038E-02,     2,     34,    253,   1.0000    ,   154.0140    ,   154.0222    
"Maximum head changes for Stress Period    22, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -8.1434    ,     2,     34,    253,  0.50000    ,   154.0222    ,   145.8788    
        2,  -4.5420    ,     2,     34,    253,  0.55775    ,   145.8788    ,   141.3368    
        3,  -1.9324    ,     2,     34,    253,  0.53656    ,   141.3368    ,   139.4044    
        4, -0.93612    ,     2,     34,    253,  0.56086    ,   139.4044    ,   138.4683    
        5, -0.38912    ,     2,     34,    253,  0.53090    ,   138.4683    ,   138.0792    
        6, -0.19825    ,     2,     34,    253,  0.57659    ,   138.0792    ,   137.8809    
        7, -0.82616E-01,     2,     34,    253,  0.56752    ,   137.8809    ,   137.7983    
        8,  0.57085E-01,     1,     23,    314,  0.56180    ,   104.4336    ,   104.4907    
        9,  0.41719E-01,     1,     22,    315,  0.54895    ,   118.3752    ,   118.4169    
       10,  0.35577E-01,     1,     23,    314,  0.53720    ,   104.5319    ,   104.5675    
       11,  0.27548E-01,     1,     23,    314,  0.52670    ,   104.5675    ,   104.5951    
       12,  0.21343E-01,     1,     23,    314,  0.51769    ,   104.5951    ,   104.6164    
       13,  0.97030E-02,     1,     23,    314,  0.30657    ,   104.6164    ,   104.6261    
       14,  0.18650E-01,     1,     23,    314,  0.65329    ,   104.6261    ,   104.6448    
       15,  0.15926E-03,     1,     23,    314,  0.10000E-01,   104.6448    ,   104.6449    
       16,  0.10067E-01,     1,     23,    314,  0.50000    ,   104.6449    ,   104.6550    
       17,  0.11226E-03,     1,     23,    314,  0.10000E-01,   104.6550    ,   104.6551    
       18,  0.69285E-02,     1,     23,    314,  0.50000    ,   104.6551    ,   104.6620    
       19,  0.81509E-04,     1,     23,    314,  0.10000E-01,   104.6620    ,   104.6621    
       20,  0.95027E-02,     1,     23,    314,   1.0000    ,   104.6621    ,   104.6716    
"Maximum head changes for Stress Period    23, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   4.6113    ,     2,     34,    376,  0.50000    ,   132.0602    ,   136.6715    
        2,   2.5715    ,     2,     34,    376,  0.55766    ,   136.6715    ,   139.2430    
        3,   1.1978    ,     1,     32,    188,  0.53573    ,   357.0213    ,   358.2191    
        4,  0.57578    ,     1,     32,    188,  0.55471    ,   358.2191    ,   358.7949    
        5,  0.14294    ,     1,     32,    188,  0.30925    ,   358.7949    ,   358.9379    
        6,  0.20897    ,     1,     32,    188,  0.65463    ,   358.9379    ,   359.1468    
        7,  0.11176E-02,     1,     32,    188,  0.10000E-01,   359.1468    ,   359.1479    
        8,  0.68650E-01,     1,     15,    316,  0.50000    ,   120.1610    ,   120.2296    
        9,  0.80647E-03,     1,     15,    316,  0.10000E-01,   120.2296    ,   120.2304    
       10,  0.50544E-01,     1,     18,    316,  0.50000    ,   119.0857    ,   119.1362    
       11,  0.62011E-03,     1,     18,    315,  0.10000E-01,   118.6428    ,   118.6434    
       12,  0.39093E-01,     1,     20,    315,  0.50000    ,   110.4280    ,   110.4671    
       13,  0.48661E-03,     1,     23,    315,  0.10000E-01,   104.2444    ,   104.2449    
       14,  0.31103E-01,     1,     23,    315,  0.50000    ,   104.2449    ,   104.2760    
       15,  0.39517E-03,     1,     23,    314,  0.10000E-01,   104.5818    ,   104.5822    
       16,  0.24873E-01,     1,     23,    314,  0.50000    ,   104.5822    ,   104.6071    
       17,  0.30935E-03,     1,     23,    314,  0.10000E-01,   104.6071    ,   104.6074    
       18,  0.19203E-01,     1,     23,    314,  0.50000    ,   104.6074    ,   104.6266    
       19,  0.23401E-03,     1,     23,    314,  0.10000E-01,   104.6266    ,   104.6268    
       20,  0.14392E-01,     1,     23,    314,  0.50000    ,   104.6268    ,   104.6412    
       21,  0.17576E-03,     1,     23,    314,  0.10000E-01,   104.6412    ,   104.6414    
       22,  0.10527E-01,     1,     23,    314,  0.50000    ,   104.6414    ,   104.6519    
       23,  0.12355E-03,     1,     23,    314,  0.10000E-01,   104.6519    ,   104.6520    
       24,  0.75526E-02,     1,     23,    314,  0.50000    ,   104.6520    ,   104.6596    
       25,  0.88510E-04,     1,     23,    314,  0.10000E-01,   104.6596    ,   104.6597    
       26,  0.53234E-02,     1,     23,    314,  0.50000    ,   104.6597    ,   104.6650    
       27,  0.30475E-04,     1,     67,     73,  0.10000E-02,   600.8281    ,   600.8281    
       28,  0.74359E-02,     1,     23,    314,   1.0000    ,   104.6650    ,   104.6725    
"Maximum head changes for Stress Period    24, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -6.7324    ,     2,     34,    321,  0.50000    ,   171.7386    ,   165.0062    
        2,  -3.6929    ,     2,     34,    321,  0.54852    ,   165.0062    ,   161.3133    
        3,  -1.6199    ,     2,     34,    321,  0.53294    ,   161.3133    ,   159.6934    
        4, -0.77105    ,     2,     34,    321,  0.54311    ,   159.6934    ,   158.9224    
        5, -0.33930    ,     2,     34,    321,  0.52308    ,   158.9224    ,   158.5831    
        6, -0.16989    ,     2,     34,    321,  0.54916    ,   158.5831    ,   158.4132    
        7, -0.75742E-01,     2,     34,    321,  0.54310    ,   158.4132    ,   158.3374    
        8,  0.57243E-01,     1,     22,    315,  0.53902    ,   118.3022    ,   118.3594    
        9,  0.43873E-01,     1,     22,    315,  0.53097    ,   118.3594    ,   118.4033    
       10,  0.37567E-01,     1,     23,    314,  0.52337    ,   104.5176    ,   104.5551    
       11,  0.29774E-01,     1,     23,    314,  0.51641    ,   104.5551    ,   104.5849    
       12,  0.23360E-01,     1,     23,    314,  0.50948    ,   104.5849    ,   104.6083    
       13,  0.10969E-01,     1,     23,    314,  0.30856    ,   104.6083    ,   104.6192    
       14,  0.20967E-01,     1,     23,    314,  0.65428    ,   104.6192    ,   104.6402    
       15,  0.18547E-03,     1,     23,    314,  0.10000E-01,   104.6402    ,   104.6404    
       16,  0.11417E-01,     1,     23,    314,  0.50000    ,   104.6404    ,   104.6518    
       17,  0.13529E-03,     1,     23,    314,  0.10000E-01,   104.6518    ,   104.6519    
       18,  0.78925E-02,     1,     23,    314,  0.50000    ,   104.6519    ,   104.6598    
       19,  0.95523E-04,     1,     23,    314,  0.10000E-01,   104.6598    ,   104.6599    
       20,  0.54261E-02,     1,     23,    314,  0.50000    ,   104.6599    ,   104.6654    
       21,  0.64540E-04,     1,     23,    314,  0.10000E-01,   104.6654    ,   104.6654    
       22,  0.74042E-02,     1,     23,    314,   1.0000    ,   104.6654    ,   104.6728    
"Maximum head changes for Stress Period    25, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   10.000    ,     2,     51,    407,  0.27572    ,   71.28823    ,   81.28823    
        2,   10.000    ,     2,     51,    407,  0.38066    ,   81.28823    ,   91.28823    
        3,   7.3084    ,     2,     51,    407,  0.44919    ,   91.28823    ,   98.59664    
        4,   4.5724    ,     2,     51,    407,  0.51022    ,   98.59664    ,   103.1691    
        5,  0.43896E-01,     2,     51,    407,  0.10000E-01,   103.1691    ,   103.2130    
        6,   2.1727    ,     2,     51,    407,  0.50000    ,   103.2130    ,   105.3856    
        7,  0.21724E-01,     2,     51,    407,  0.10000E-01,   105.3856    ,   105.4074    
        8,   1.0755    ,     2,     51,    407,  0.50000    ,   105.4074    ,   106.4828    
        9,  0.10755E-01,     2,     51,    407,  0.10000E-01,   106.4828    ,   106.4936    
       10,  0.53236    ,     2,     51,    407,  0.50000    ,   106.4936    ,   107.0259    
       11,  0.53256E-02,     2,     51,    407,  0.10000E-01,   107.0259    ,   107.0313    
       12,  0.26352    ,     2,     51,    407,  0.50000    ,   107.0313    ,   107.2948    
       13,  0.26347E-02,     2,     51,    407,  0.10000E-01,   107.2948    ,   107.2974    
       14,  0.13044    ,     2,     51,    407,  0.50000    ,   107.2974    ,   107.4279    
       15,  0.13013E-02,     2,     51,    407,  0.10000E-01,   107.4279    ,   107.4292    
       16,  0.64565E-01,     2,     51,    407,  0.50000    ,   107.4292    ,   107.4937    
       17,  0.64351E-03,     2,     51,    407,  0.10000E-01,   107.4937    ,   107.4944    
       18,  0.31964E-01,     2,     51,    407,  0.50000    ,   107.4944    ,   107.5264    
       19,  0.31660E-03,     2,     51,    407,  0.10000E-01,   107.5264    ,   107.5267    
       20,  0.15825E-01,     2,     51,    407,  0.50000    ,   107.5267    ,   107.5425    
       21,  0.15960E-03,     2,     51,    407,  0.10000E-01,   107.5425    ,   107.5426    
       22,  0.87237E-02,     1,     23,    314,  0.50000    ,   104.6453    ,   104.6540    
       23,  0.10928E-03,     1,     23,    314,  0.10000E-01,   104.6540    ,   104.6541    
       24,  0.65076E-02,     1,     23,    314,  0.50000    ,   104.6541    ,   104.6606    
       25,  0.77947E-04,     1,     23,    314,  0.10000E-01,   104.6606    ,   104.6607    
       26,  0.94975E-02,     1,     23,    314,   1.0000    ,   104.6607    ,   104.6702    
"Maximum head changes for Stress Period    26, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   7.6773    ,     2,     51,    407,  0.50000    ,   107.5583    ,   115.2356    
        2,   4.2550    ,     2,     51,    407,  0.55413    ,   115.2356    ,   119.4906    
        3,   1.8360    ,     2,     51,    407,  0.53627    ,   119.4906    ,   121.3267    
        4,  0.86924    ,     2,     51,    407,  0.54750    ,   121.3267    ,   122.1959    
        5,  0.37744    ,     2,     51,    407,  0.52538    ,   122.1959    ,   122.5734    
        6,  0.18870    ,     2,     51,    407,  0.55339    ,   122.5734    ,   122.7621    
        7,  0.83229E-01,     2,     51,    407,  0.54656    ,   122.7621    ,   122.8453    
        8,  0.56678E-01,     1,     23,    315,  0.54205    ,   104.1196    ,   104.1762    
        9,  0.43073E-01,     1,     22,    315,  0.53331    ,   118.3639    ,   118.4070    
       10,  0.36872E-01,     1,     23,    314,  0.52514    ,   104.5215    ,   104.5583    
       11,  0.29106E-01,     1,     23,    314,  0.51770    ,   104.5583    ,   104.5874    
       12,  0.22798E-01,     1,     23,    314,  0.51069    ,   104.5874    ,   104.6102    
       13,  0.10649E-01,     1,     23,    314,  0.30812    ,   104.6102    ,   104.6209    
       14,  0.20375E-01,     1,     23,    314,  0.65406    ,   104.6209    ,   104.6413    
       15,  0.17582E-03,     1,     23,    314,  0.10000E-01,   104.6413    ,   104.6414    
       16,  0.11078E-01,     1,     23,    314,  0.50000    ,   104.6414    ,   104.6525    
       17,  0.12799E-03,     1,     23,    314,  0.10000E-01,   104.6525    ,   104.6526    
       18,  0.76532E-02,     1,     23,    314,  0.50000    ,   104.6526    ,   104.6603    
       19,  0.89907E-04,     1,     23,    314,  0.10000E-01,   104.6603    ,   104.6604    
       20,  0.52610E-02,     1,     23,    314,  0.50000    ,   104.6604    ,   104.6657    
       21,  0.60651E-04,     1,     24,    315,  0.10000E-01,   104.9520    ,   104.9520    
       22,  0.71592E-02,     1,     23,    314,   1.0000    ,   104.6657    ,   104.6729    
"Maximum head changes for Stress Period    27, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   10.000    ,     2,     34,    321,  0.26048    ,   152.7208    ,   162.7208    
        2,   10.000    ,     2,     34,    321,  0.35223    ,   162.7208    ,   172.7208    
        3,   5.2279    ,     2,     34,    321,  0.28428    ,   172.7208    ,   177.9487    
        4,   3.0551    ,     2,     34,    321,  0.23211    ,   177.9487    ,   181.0038    
        5,   2.9837    ,     2,     34,    321,  0.29520    ,   181.0038    ,   183.9875    
        6,   3.0311    ,     2,     34,    321,  0.42549    ,   183.9875    ,   187.0186    
        7,  0.40926E-01,     2,     34,    321,  0.10000E-01,   187.0186    ,   187.0595    
        8,   2.0258    ,     2,     34,    321,  0.50000    ,   187.0595    ,   189.0853    
        9,  0.20254E-01,     2,     34,    321,  0.10000E-01,   189.0853    ,   189.1055    
       10,   1.0028    ,     2,     34,    321,  0.50000    ,   189.1055    ,   190.1083    
       11,  0.10033E-01,     2,     34,    321,  0.10000E-01,   190.1083    ,   190.1183    
       12,  0.49638    ,     2,     34,    321,  0.50000    ,   190.1183    ,   190.6147    
       13,  0.49622E-02,     2,     34,    321,  0.10000E-01,   190.6147    ,   190.6197    
       14,  0.24571    ,     2,     34,    321,  0.50000    ,   190.6197    ,   190.8654    
       15,  0.24532E-02,     2,     34,    321,  0.10000E-01,   190.8654    ,   190.8679    
       16,  0.12162    ,     2,     34,    321,  0.50000    ,   190.8679    ,   190.9895    
       17,  0.12092E-02,     2,     34,    321,  0.10000E-01,   190.9895    ,   190.9907    
       18,  0.60208E-01,     2,     34,    321,  0.50000    ,   190.9907    ,   191.0509    
       19,  0.59855E-03,     2,     34,    321,  0.10000E-01,   191.0509    ,   191.0515    
       20,  0.29804E-01,     2,     34,    321,  0.50000    ,   191.0515    ,   191.0813    
       21,  0.30202E-03,     2,     34,    321,  0.10000E-01,   191.0813    ,   191.0816    
       22,  0.14748E-01,     2,     34,    321,  0.50000    ,   191.0816    ,   191.0964    
       23,  0.14060E-03,     2,     34,    321,  0.10000E-01,   191.0964    ,   191.0965    
       24,  0.77595E-02,     1,     23,    314,  0.50000    ,   104.6495    ,   104.6572    
       25,  0.93828E-04,     1,     23,    314,  0.10000E-01,   104.6572    ,   104.6573    
       26,  0.56867E-02,     1,     23,    314,  0.50000    ,   104.6573    ,   104.6630    
       27,  0.30493E-04,     1,     71,     66,  0.10000E-02,   583.7019    ,   583.7019    
       28,  0.82248E-02,     1,     23,    314,   1.0000    ,   104.6630    ,   104.6713    
